id,objectName,modelType,path,image,bboxStatus,dimensionsSource,dimensionsVisual,bboxMinVisual,bboxMaxVisual,bboxLinkedFromId,bboxLinkedFromObject,bboxLinkMethod,donorPath,donorImage,donorModelType,donorDimensionsVisual
dzobj_jc9g19c4d7,StaticObj_Decal_damage_long1,Config,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_long1.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[6.109823226928711,0.0010000000474974513,12.88872241973877]","[-3.0549116134643555,0,-6.444361209869385]","[3.0549116134643555,0.0010000000474974513,6.444361209869385]",dzobj_0atqy43d8k,decal_damage_long1.p3d,object_token_path_family,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_long1_de.jpg,Raw P3D,"[6.109823226928711,0.0010000000474974513,12.88872241973877]"
dzobj_m3revyw124,StaticObj_Decal_damage_long1,Config,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/staticobj_decal_damage_long1.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[6.109823226928711,0.0010000000474974513,12.88872241973877]","[-3.0549116134643555,0,-6.444361209869385]","[3.0549116134643555,0.0010000000474974513,6.444361209869385]",dzobj_0atqy43d8k,decal_damage_long1.p3d,object_token,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_long1_de.jpg,Raw P3D,"[6.109823226928711,0.0010000000474974513,12.88872241973877]"
dzobj_ctrjr6ywyr,StaticObj_Decal_damage_long1_DE,Config,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_long1_de.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[6.109823226928711,0.0010000000474974513,12.88872241973877]","[-3.0549116134643555,0,-6.444361209869385]","[3.0549116134643555,0.0010000000474974513,6.444361209869385]",dzobj_0atqy43d8k,decal_damage_long1.p3d,exact_image,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_long1_de.jpg,Raw P3D,"[6.109823226928711,0.0010000000474974513,12.88872241973877]"
dzobj_9vyqw0kem2,StaticObj_Decal_damage_long2,Config,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_long2.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[5.867353916168213,0.0010000000474974513,12.223657608032227]","[-2.9336769580841064,0,-6.111828804016113]","[2.9336769580841064,0.0010000000474974513,6.111828804016113]",dzobj_4ak68te7en,decal_damage_long2.p3d,exact_image,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_long2.jpg,Raw P3D,"[5.867353916168213,0.0010000000474974513,12.223657608032227]"
dzobj_rokudmqilv,StaticObj_Decal_damage_long3,Config,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_long3.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[4.640543460845947,0.0007000000332482159,9.667801856994629]","[-2.3202717304229736,0,-4.8339009284973145]","[2.3202717304229736,0.0007000000332482159,4.8339009284973145]",dzobj_ocy6pcwnxw,decal_damage_long3.p3d,exact_image,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_long3.jpg,Raw P3D,"[4.640543460845947,0.0007000000332482159,9.667801856994629]"
dzobj_whsdmvmjap,StaticObj_Decal_damage_long4,Config,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_long4.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[6.333195686340332,0.0010000000474974513,12.593146324157715]","[-3.166597843170166,0,-6.296573162078857]","[3.166597843170166,0.0010000000474974513,6.296573162078857]",dzobj_zugzn9wff1,decal_damage_long4.p3d,exact_image,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_long4.jpg,Raw P3D,"[6.333195686340332,0.0010000000474974513,12.593146324157715]"
dzobj_4ru63m2uvr,StaticObj_Decal_damage_long5,Config,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_long5.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[7.619940280914307,0.0010000000474974513,15.87488079071045]","[-3.8099701404571533,0,-7.937440395355225]","[3.8099701404571533,0.0010000000474974513,7.937440395355225]",dzobj_l2ltsokn1f,decal_damage_long5.p3d,exact_image,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_long5.jpg,Raw P3D,"[7.619940280914307,0.0010000000474974513,15.87488079071045]"
dzobj_4fc3qpwfdo,StaticObj_Decal_damage_long6,Config,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/staticobj_decal_damage_long6.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[6.109823226928711,0.0010000000474974513,12.88872241973877]","[-3.0549116134643555,0,-6.444361209869385]","[3.0549116134643555,0.0010000000474974513,6.444361209869385]",dzobj_0fxwdgqrds,decal_damage_long6.p3d,object_token_path_family,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/decal_damage_long6.jpg,Raw P3D,"[6.109823226928711,0.0010000000474974513,12.88872241973877]"
dzobj_yvhb9bnn3n,StaticObj_Decal_damage_long7,Config,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/staticobj_decal_damage_long7.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[5.867353916168213,0.0010000000474974513,12.223657608032227]","[-2.9336769580841064,0,-6.111828804016113]","[2.9336769580841064,0.0010000000474974513,6.111828804016113]",dzobj_b7antxxa4j,decal_damage_long7.p3d,object_token_path_family,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/decal_damage_long7.jpg,Raw P3D,"[5.867353916168213,0.0010000000474974513,12.223657608032227]"
dzobj_h5kk1mf5yo,StaticObj_Decal_damage_long8,Config,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/staticobj_decal_damage_long8.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[4.640543460845947,0.0007000000332482159,9.667801856994629]","[-2.3202717304229736,0,-4.8339009284973145]","[2.3202717304229736,0.0007000000332482159,4.8339009284973145]",dzobj_q3dwb1ivo8,decal_damage_long8.p3d,object_token_path_family,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/decal_damage_long8.jpg,Raw P3D,"[4.640543460845947,0.0007000000332482159,9.667801856994629]"
dzobj_jk1d5o737d,StaticObj_Decal_damage_long9,Config,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/staticobj_decal_damage_long9.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[6.333195686340332,0.0010000000474974513,12.593146324157715]","[-3.166597843170166,0,-6.296573162078857]","[3.166597843170166,0.0010000000474974513,6.296573162078857]",dzobj_kmj1tci02h,decal_damage_long9.p3d,object_token_path_family,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/decal_damage_long9.jpg,Raw P3D,"[6.333195686340332,0.0010000000474974513,12.593146324157715]"
dzobj_etd2dociln,StaticObj_Decal_damage_medium1,Config,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_medium1.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[7.619940280914307,0.0010000000474974513,7.937440395355225]","[-3.8099701404571533,0,-3.9687201976776123]","[3.8099701404571533,0.0010000000474974513,3.9687201976776123]",dzobj_r7rvd0rr4o,decal_damage_medium1.p3d,exact_image,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_medium1.jpg,Raw P3D,"[7.619940280914307,0.0010000000474974513,7.937440395355225]"
dzobj_i02imavwzn,StaticObj_Decal_damage_medium10,Config,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/staticobj_decal_damage_medium10.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[7.619940280914307,0.0010000000474974513,7.937440395355225]","[-3.8099701404571533,0,-3.9687201976776123]","[3.8099701404571533,0.0010000000474974513,3.9687201976776123]",dzobj_gy0zw8vb1c,decal_damage_medium10.p3d,object_token_path_family,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/decal_damage_medium10.jpg,Raw P3D,"[7.619940280914307,0.0010000000474974513,7.937440395355225]"
dzobj_hlw2dxnwnh,StaticObj_Decal_damage_medium2,Config,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_medium2.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[7.619940280914307,0.0010000000474974513,7.937440395355225]","[-3.8099701404571533,0,-3.9687201976776123]","[3.8099701404571533,0.0010000000474974513,3.9687201976776123]",dzobj_c8e2xw8jc8,decal_damage_medium2.p3d,exact_image,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_medium2.jpg,Raw P3D,"[7.619940280914307,0.0010000000474974513,7.937440395355225]"
dzobj_3trxw0ucvu,StaticObj_Decal_damage_medium2_DE,Config,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_medium2.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[7.619940280914307,0.0010000000474974513,7.937440395355225]","[-3.8099701404571533,0,-3.9687201976776123]","[3.8099701404571533,0.0010000000474974513,3.9687201976776123]",dzobj_c8e2xw8jc8,decal_damage_medium2.p3d,exact_image,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_medium2.jpg,Raw P3D,"[7.619940280914307,0.0010000000474974513,7.937440395355225]"
dzobj_i9s9lu1rnd,StaticObj_Decal_damage_medium4,Config,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/staticobj_decal_damage_medium4.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[4.727113723754883,0.0000010847268754332617,6.658006191253662]","[-2.3635568618774414,-4.902367436443456e-7,-3.329003095626831]","[2.3635568618774414,5.944901317889162e-7,3.329003095626831]",dzobj_xbngw5ifrl,decal_damage_medium4.p3d,object_token_path_family,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/decal_damage_medium4.jpg,Raw P3D,"[4.727113723754883,0.0000010847268754332617,6.658006191253662]"
dzobj_x6h4wxi78q,StaticObj_Decal_damage_medium5,Config,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/staticobj_decal_damage_medium5.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[4.411901473999023,9.541341512431245e-7,5.842251777648926]","[-2.2059507369995117,-4.841582494918839e-7,-2.921125888824463]","[2.2059507369995117,4.699759017512406e-7,2.921125888824463]",dzobj_m8swm4moef,decal_damage_medium5.p3d,object_token_path_family,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/decal_damage_medium5.jpg,Raw P3D,"[4.411901473999023,9.541341512431245e-7,5.842251777648926]"
dzobj_jf9w6c9noi,StaticObj_Decal_damage_medium6,Config,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/staticobj_decal_damage_medium6.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[5.666027069091797,9.403640603977692e-7,5.771913528442383]","[-2.8330135345458984,-4.346877915395453e-7,-2.8859567642211914]","[2.8330135345458984,5.056762688582239e-7,2.8859567642211914]",dzobj_vzaw4f3jc7,decal_damage_medium6.p3d,object_token_path_family,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/decal_damage_medium6.jpg,Raw P3D,"[5.666027069091797,9.403640603977692e-7,5.771913528442383]"
dzobj_vpi8ln1fvp,StaticObj_Decal_damage_medium7,Config,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/staticobj_decal_damage_medium7.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[1.6468369960784912,9.214214173880464e-7,5.655644416809082]","[-0.8234184980392456,-4.761040770517866e-7,-2.827822208404541]","[0.8234184980392456,4.453173403362598e-7,2.827822208404541]",dzobj_b6z53iqndj,decal_damage_medium7.p3d,object_token_path_family,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/decal_damage_medium7.jpg,Raw P3D,"[1.6468369960784912,9.214214173880464e-7,5.655644416809082]"
dzobj_scujg3mnqb,StaticObj_Decal_damage_medium8,Config,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/staticobj_decal_damage_medium8.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[2.882803440093994,8.637607322725671e-7,5.301725387573242]","[-1.441401720046997,-4.827489306080679e-7,-2.650862693786621]","[1.441401720046997,3.810118016644992e-7,2.650862693786621]",dzobj_uhwutbd40t,decal_damage_medium8.p3d,object_token_path_family,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/decal_damage_medium8.jpg,Raw P3D,"[2.882803440093994,8.637607322725671e-7,5.301725387573242]"
dzobj_52ocpjcpk3,StaticObj_Decal_damage_medium9,Config,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/staticobj_decal_damage_medium9.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[7.619940280914307,0.0010000000474974513,7.937440395355225]","[-3.8099701404571533,0,-3.9687201976776123]","[3.8099701404571533,0.0010000000474974513,3.9687201976776123]",dzobj_axbeqcuth5,decal_damage_medium9.p3d,object_token_path_family,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/decal_damage_medium9.jpg,Raw P3D,"[7.619940280914307,0.0010000000474974513,7.937440395355225]"
dzobj_mq3uw4syxs,StaticObj_Decal_damage_small1,Config,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_small1.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[2.8246145248413086,0.0010000000474974513,2.7300400733947754]","[-1.4123072624206543,0,-1.3650200366973877]","[1.4123072624206543,0.0010000000474974513,1.3650200366973877]",dzobj_bdefapyff3,decal_damage_small1.p3d,exact_image,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_small1.jpg,Raw P3D,"[2.8246145248413086,0.0010000000474974513,2.7300400733947754]"
dzobj_7u4jzr08tv,StaticObj_Decal_damage_small2,Config,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_small2.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[2.0149002075195312,0.0010000000474974513,3.293877601623535]","[-1.0074501037597656,0,-1.6469388008117676]","[1.0074501037597656,0.0010000000474974513,1.6469388008117676]",dzobj_m2k3o5k8tw,decal_damage_small2.p3d,exact_image,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_small2.jpg,Raw P3D,"[2.0149002075195312,0.0010000000474974513,3.293877601623535]"
dzobj_85pdcwcjlq,StaticObj_Decal_dirt_damage_long1,Config,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/staticobj_decal_dirt_damage_long1.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[4.582366943359375,0.0010000000474974513,9.666542053222656]","[-2.2911834716796875,0,-4.833271026611328]","[2.2911834716796875,0.0010000000474974513,4.833271026611328]",dzobj_odju4pk00b,decal_dirt_damage_long1.p3d,object_token_path_family,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/decal_dirt_damage_long1.jpg,Raw P3D,"[4.582366943359375,0.0010000000474974513,9.666542053222656]"
dzobj_sj1kdwlh4z,StaticObj_Decal_dirt_damage_long2,Config,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/staticobj_decal_dirt_damage_long2.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[4.582366943359375,0.0010000000474974513,9.666542053222656]","[-2.2911834716796875,0,-4.833271026611328]","[2.2911834716796875,0.0010000000474974513,4.833271026611328]",dzobj_exgeh7v4hi,decal_dirt_damage_long2.p3d,object_token_path_family,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/decal_dirt_damage_long2.jpg,Raw P3D,"[4.582366943359375,0.0010000000474974513,9.666542053222656]"
dzobj_oe6yv3gklv,StaticObj_Decal_dirt_damage_long3,Config,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/staticobj_decal_dirt_damage_long3.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[4.582366943359375,0.0010000000474974513,9.666542053222656]","[-2.2911834716796875,0,-4.833271026611328]","[2.2911834716796875,0.0010000000474974513,4.833271026611328]",dzobj_ywco5rj2ti,decal_dirt_damage_long3.p3d,object_token_path_family,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/decal_dirt_damage_long3.jpg,Raw P3D,"[4.582366943359375,0.0010000000474974513,9.666542053222656]"
dzobj_9ositc5zha,StaticObj_Decal_dirt_rocks1,Config,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/staticobj_decal_dirt_rocks1.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[3.545335292816162,8.135451423640916e-7,4.993504524230957]","[-1.772667646408081,-3.6767755773325916e-7,-2.4967522621154785]","[1.772667646408081,4.458675846308324e-7,2.4967522621154785]",dzobj_qx794n26df,decal_dirt_rocks1.p3d,object_token_path_family,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/decal_dirt_rocks1.jpg,Raw P3D,"[3.545335292816162,8.135451423640916e-7,4.993504524230957]"
dzobj_2zntg8vxjk,StaticObj_Decal_Heli_Army,Config,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_heli_army.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[13.75667953491211,0.02004379779100418,13.75667953491211]","[-6.878339767456055,0,-6.878339767456055]","[6.878339767456055,0.02004379779100418,6.878339767456055]",dzobj_o06s2rwaqz,decal_heli_army.p3d,exact_image,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_heli_army.jpg,Raw P3D,"[13.75667953491211,0.02004379779100418,13.75667953491211]"
dzobj_3zq7x3rted,StaticObj_Decal_Manhole,Config,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_manhole.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[1.4463999271392822,0.0010000000474974513,1.4463999271392822]","[-0.7231999635696411,0,-0.7231999635696411]","[0.7231999635696411,0.0010000000474974513,0.7231999635696411]",dzobj_rvwwj2w8nd,decal_manhole.p3d,exact_image,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_manhole.jpg,Raw P3D,"[1.4463999271392822,0.0010000000474974513,1.4463999271392822]"
dzobj_p5p31oo5o0,StaticObj_Decal_Manhole2,Config,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_manhole2.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[0.9690879583358765,0.0010000000474974513,0.9690879583358765]","[-0.48454397916793823,0,-0.48454397916793823]","[0.48454397916793823,0.0010000000474974513,0.48454397916793823]",dzobj_py8rm0knvb,decal_manhole2.p3d,exact_image,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_manhole2.jpg,Raw P3D,"[0.9690879583358765,0.0010000000474974513,0.9690879583358765]"
dzobj_56t2s2vlvs,StaticObj_Decal_Manhole3,Config,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_manhole3.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[0.9690879583358765,0.0010000000474974513,0.9690879583358765]","[-0.48454397916793823,0,-0.48454397916793823]","[0.48454397916793823,0.0010000000474974513,0.48454397916793823]",dzobj_2apr0872n8,decal_manhole3.p3d,exact_image,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_manhole3.jpg,Raw P3D,"[0.9690879583358765,0.0010000000474974513,0.9690879583358765]"
dzobj_gog5ceugvj,StaticObj_Decal_oilstain1,Config,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/staticobj_decal_oilstain1.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[2.162112236022949,5.2008252282576e-7,3.1922435760498047]","[-1.0810561180114746,-2.597396928649687e-7,-1.5961217880249023]","[1.0810561180114746,2.603428299607913e-7,1.5961217880249023]",dzobj_7t1qe4g2ki,decal_oilstain1.p3d,object_token_path_family,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/decal_oilstain1.jpg,Raw P3D,"[2.162112236022949,5.2008252282576e-7,3.1922435760498047]"
dzobj_4xt9pi7ut3,StaticObj_Decal_oilstain2,Config,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/staticobj_decal_oilstain2.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[2.162112236022949,2.6978804612554086e-7,1.655947208404541]","[-1.0810561180114746,-1.353967320483207e-7,-0.8279736042022705]","[1.0810561180114746,1.3439131407722016e-7,0.8279736042022705]",dzobj_lojvm9u2fo,decal_oilstain2.p3d,object_token_path_family,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/decal_oilstain2.jpg,Raw P3D,"[2.162112236022949,2.6978804612554086e-7,1.655947208404541]"
dzobj_hvnm8vgd13,StaticObj_Decal_oilstain3,Config,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/staticobj_decal_oilstain3.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[2.1621127128601074,2.3359908851716682e-7,1.4338209629058838]","[-1.0810563564300537,-1.1631694007974147e-7,-0.7169104814529419]","[1.0810563564300537,1.1728214843742535e-7,0.7169104814529419]",dzobj_t9zvb98n6x,decal_oilstain3.p3d,object_token_path_family,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/decal_oilstain3.jpg,Raw P3D,"[2.1621127128601074,2.3359908851716682e-7,1.4338209629058838]"
dzobj_iz32be09hm,StaticObj_Decal_oilstain4,Config,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/staticobj_decal_oilstain4.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[2.1621127128601074,2.3330052556502778e-7,1.4319884777069092]","[-1.0810563564300537,-1.1693177981442204e-7,-0.7159942388534546]","[1.0810563564300537,1.1636874575060574e-7,0.7159942388534546]",dzobj_okdwyz4j3m,decal_oilstain4.p3d,object_token_path_family,dz/structures_bliss/roads/decals,images/structures_bliss/roads/decals/decal_oilstain4.jpg,Raw P3D,"[2.1621127128601074,2.3330052556502778e-7,1.4319884777069092]"
dzobj_5uiriyygif,StaticObj_Decal_Sakhal_Snow_01,Config,dz/structures_sakhal/roads/decals,images/structures_sakhal/roads/decals/staticobj_decal_sakhal_snow_01.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[21.162357330322266,0.009999999776482582,21.162357330322266]","[-10.581178665161133,0,-10.581178665161133]","[10.581178665161133,0.009999999776482582,10.581178665161133]",dzobj_wrtnz58jg0,decal_sakhal_snow_01.p3d,object_token_path_family,dz/structures_sakhal/roads/decals,images/structures_sakhal/roads/decals/decal_sakhal_snow_01.p3d.jpg,Raw P3D,"[21.162357330322266,0.009999999776482582,21.162357330322266]"
dzobj_j0i1096wc7,StaticObj_Decal_Sakhal_Snow_02,Config,dz/structures_sakhal/roads/decals,images/structures_sakhal/roads/decals/staticobj_decal_sakhal_snow_02.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[21.162357330322266,0.009999999776482582,21.162357330322266]","[-10.581178665161133,0,-10.581178665161133]","[10.581178665161133,0.009999999776482582,10.581178665161133]",dzobj_cjloxavwr3,decal_sakhal_snow_02.p3d,object_token_path_family,dz/structures_sakhal/roads/decals,images/structures_sakhal/roads/decals/decal_sakhal_snow_02.p3d.jpg,Raw P3D,"[21.162357330322266,0.009999999776482582,21.162357330322266]"
dzobj_ivy11exemi,StaticObj_Decal_Sakhal_Snow_03,Config,dz/structures_sakhal/roads/decals,images/structures_sakhal/roads/decals/staticobj_decal_sakhal_snow_03.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[23.173385620117188,0.009999999776482582,23.173385620117188]","[-11.586692810058594,0,-11.586692810058594]","[11.586692810058594,0.009999999776482582,11.586692810058594]",dzobj_z9146n02jj,decal_sakhal_snow_03.p3d,object_token_path_family,dz/structures_sakhal/roads/decals,images/structures_sakhal/roads/decals/decal_sakhal_snow_03.p3d.jpg,Raw P3D,"[23.173385620117188,0.009999999776482582,23.173385620117188]"
dzobj_hsz6la55oy,StaticObj_Decal_Sakhal_Snow_05,Config,dz/structures_sakhal/roads/decals,images/structures_sakhal/roads/decals/staticobj_decal_sakhal_snow_05.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[16.343338012695312,0.009999999776482582,16.343338012695312]","[-8.171669006347656,0,-8.171669006347656]","[8.171669006347656,0.009999999776482582,8.171669006347656]",dzobj_w267snzki5,decal_sakhal_snow_05.p3d,object_token_path_family,dz/structures_sakhal/roads/decals,images/structures_sakhal/roads/decals/decal_sakhal_snow_05.p3d.jpg,Raw P3D,"[16.343338012695312,0.009999999776482582,16.343338012695312]"
dzobj_q9059o2aso,StaticObj_Decal_Sakhal_Snow_06,Config,dz/structures_sakhal/roads/decals,images/structures_sakhal/roads/decals/staticobj_decal_sakhal_snow_06.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[14.820721626281738,0.009999999776482582,14.820721626281738]","[-7.410360813140869,0,-7.410360813140869]","[7.410360813140869,0.009999999776482582,7.410360813140869]",dzobj_6wjt1tcps5,decal_sakhal_snow_06.p3d,object_token_path_family,dz/structures_sakhal/roads/decals,images/structures_sakhal/roads/decals/decal_sakhal_snow_06.p3d.jpg,Raw P3D,"[14.820721626281738,0.009999999776482582,14.820721626281738]"
dzobj_2uqk68dzmh,StaticObj_Decal_Sakhal_snow_long1,Config,dz/structures_sakhal/roads/decals,images/structures_sakhal/roads/decals/staticobj_decal_sakhal_snow_long1.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[4.582367181777954,0.0010000000474974513,9.666542053222656]","[-2.2335896492004395,0,-4.833271026611328]","[2.3487775325775146,0.0010000000474974513,4.833271026611328]",dzobj_8cu8use2r5,decal_sakhal_snow_long1.p3d,object_token_path_family,dz/structures_sakhal/roads/decals,images/structures_sakhal/roads/decals/decal_sakhal_snow_long1.p3d.jpg,Raw P3D,"[4.582367181777954,0.0010000000474974513,9.666542053222656]"
dzobj_jrygwm4751,StaticObj_Decal_Sakhal_snow_long1_noLC,Config,dz/structures_sakhal/roads/decals,images/structures_sakhal/roads/decals/staticobj_decal_sakhal_snow_long1_nolc.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[4.582367181777954,0.0010000000474974513,9.666542053222656]","[-2.2335896492004395,0,-4.833271026611328]","[2.3487775325775146,0.0010000000474974513,4.833271026611328]",dzobj_l370ey21zt,decal_sakhal_snow_long1_nolc.p3d,object_token_path_family,dz/structures_sakhal/roads/decals,images/structures_sakhal/roads/decals/decal_sakhal_snow_long1_nolc.p3d.jpg,Raw P3D,"[4.582367181777954,0.0010000000474974513,9.666542053222656]"
dzobj_23yi9uss99,StaticObj_Decon_CBRNCase_01_F,Config,dz/structures/residential/medical,images/structures/residential/medical/staticobj_decon_cbrncase_01_f.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[0.226375013589859,0.37820303440093994,0.2263600081205368]","[-0.1131875067949295,-0.18910151720046997,-0.1131800040602684]","[0.1131875067949295,0.18910151720046997,0.1131800040602684]",dzobj_qvyagzsxrh,decon_cbrncase_01_f.p3d,exact_image,dz/structures/residential/medical,images/structures/residential/medical/staticobj_decon_cbrncase_01_f.jpg,Raw P3D,"[0.226375013589859,0.37820303440093994,0.2263600081205368]"
dzobj_cxlaukxxc0,StaticObj_Decon_HazmatBag_01_F,Config,dz/structures/residential/medical,images/structures/residential/medical/staticobj_decon_hazmatbag_01_f.jpg,linked_from_raw_p3d,bbox_linked_p3d,"[0.5846760272979736,0.8935713768005371,0.7965586185455322]","[-0.2923380136489868,-0.44678568840026855,-0.3982793092727661]","[0.2923380136489868,0.44678568840026855,0.3982793092727661]",dzobj_7cm6umhryi,decon_hazmatbag_01_f.p3d,exact_image,dz/structures/residential/medical,images/structures/residential/medical/staticobj_decon_hazmatbag_01_f.jpg,Raw P3D,"[0.5846760272979736,0.8935713768005371,0.7965586185455322]"
