id,objectName,modelType,path,image,category,searchTags,dimensionsSource,baseVariantKey,pathFamily,candidateStatus,candidateMethod,candidateConfidence,candidateCount,donorId,donorObjectName,donorPath,donorImage,donorDimensionsVisual,notes
dzobj_n0o0mj5lbh,SnowstormUshanka_Olive,Config,dz/characters/headgear,images/characters/headgear/snowstormushanka_olive/snowstormushanka_olive.jpg,characters,"fur, headgear, insulated, olive, ushanka, winter",estimated_tags,snowstormushanka,dz/characters/headgear,candidate,sibling_linked_base,high,1,dzobj_dinae67fw5,snowstormushanka_g.p3d,dz/characters/headgear,images/characters/headgear/snowstormushanka_brown/snowstormushanka_brown.jpg,"[0.35517850518226624,0.3420705497264862,0.4689210504293442]",Candidate generated by variant-base linking heuristics.
dzobj_3eekqc75bb,SnowstormUshanka_White,Config,dz/characters/headgear,images/characters/headgear/snowstormushanka_white/snowstormushanka_white.jpg,characters,"fur, headgear, insulated, ushanka, white, winter",estimated_tags,snowstormushanka,dz/characters/headgear,candidate,sibling_linked_base,high,1,dzobj_dinae67fw5,snowstormushanka_g.p3d,dz/characters/headgear,images/characters/headgear/snowstormushanka_brown/snowstormushanka_brown.jpg,"[0.35517850518226624,0.3420705497264862,0.4689210504293442]",Candidate generated by variant-base linking heuristics.
dzobj_ggh4n2zid4,SodaCan_Cola,Config,dz/gear/drinks,images/gear/drinks/sodacan_cola/sodacan_cola.jpg,gear,"drinks, gear, pop, fizzy, coke",estimated_tags,sodacan cola,dz/gear/drinks,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_tg1cn8qs1v,SodaCan_Empty,Config,dz/gear/drinks,images/gear/drinks/sodacan_empty.jpg,gear,"drinks, gear, pop, fizzy, trash",estimated_tags,sodacan empty,dz/gear/drinks,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_elc75xkvpx,SodaCan_Fronta,Config,dz/gear/drinks,images/gear/drinks/sodacan_fronta/sodacan_fronta.jpg,gear,"drinks, gear, pop, fizzy, fanta",estimated_tags,sodacan fronta,dz/gear/drinks,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_3043adyd3k,SodaCan_Kvass,Config,dz/gear/drinks,images/gear/drinks/sodacan_kvass/sodacan_kvass.jpg,gear,"drinks, gear, pop, fizzy, beer, ale",estimated_tags,sodacan kvass,dz/gear/drinks,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_ho8jej5v4d,SodaCan_Pipsi,Config,dz/gear/drinks,images/gear/drinks/sodacan_pipsi/sodacan_pipsi.jpg,gear,"drinks, gear, pop, fizzy, pepsi",estimated_tags,sodacan pipsi,dz/gear/drinks,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_osslxmnfug,SodaCan_Spite,Config,dz/gear/drinks,images/gear/drinks/sodacan_spite/sodacan_spite.jpg,gear,"drinks, gear, pop, fizzy, sprite",estimated_tags,sodacan spite,dz/gear/drinks,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_r7hlbhxbpz,SpaghettiCan,Config,dz/gear/food,images/gear/food/spaghettican.jpg,gear,"canned, food, gear",estimated_tags,spaghettican,dz/gear/food,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_utp0ydqs39,SpaghettiCan_Opened,Config,dz/gear/food,images/gear/food/spaghettican_opened.jpg,gear,"canned, food, gear",estimated_tags,spaghettican opened,dz/gear/food,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_pkrxl7m2em,SpearBone,Config,dz/gear/crafting,images/gear/crafting/sharpwoodenstick.jpg,gear,"crafting, gear, sharpened, stick",estimated_tags,spearbone,dz/gear/crafting,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_cw48p8s6rz,SpearStone,Config,dz/gear/crafting,images/gear/crafting/sharpwoodenstick.jpg,gear,"crafting, gear, rock, sharpened, stick, terrain",estimated_tags,spearstone,dz/gear/crafting,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_xpykezmu7n,Splint,Config,dz/gear/medical,images/gear/medical/splint.jpg,gear,"gear, health, hospital, medical",estimated_tags,splint,dz/gear/medical,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_wlma6f3rtz,Splint_Applied,Config,dz/gear/medical,images/gear/medical/splint_applied.jpg,gear,"gear, health, hospital, medical",estimated_tags,splint applied,dz/gear/medical,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_7geuliboml,SportGlasses_Black,Config,dz/characters/glasses,images/characters/glasses/sportglasses_black/sportglasses_black.jpg,characters,"glasses, sport, wraparound, athletic, eyewear",estimated_tags,sportglasses,dz/characters/glasses,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_fdwx9ifype,SportGlasses_Blue,Config,dz/characters/glasses,images/characters/glasses/sportglasses_blue/sportglasses_blue.jpg,characters,"glasses, sport, wraparound, athletic, eyewear",estimated_tags,sportglasses,dz/characters/glasses,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_u695r8dkc3,SportGlasses_Green,Config,dz/characters/glasses,images/characters/glasses/sportglasses_green/sportglasses_green.jpg,characters,"glasses, sport, wraparound, athletic, eyewear",estimated_tags,sportglasses,dz/characters/glasses,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_u2er2vzwt8,SportGlasses_Orange,Config,dz/characters/glasses,images/characters/glasses/sportglasses_orange/sportglasses_orange.jpg,characters,"glasses, sport, wraparound, athletic, eyewear",estimated_tags,sportglasses,dz/characters/glasses,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_wmjib902n7,Spraycan_Black,Config,dz/gear/consumables,images/gear/consumables/spraycan_black/spraycan_black.jpg,gear,"gear, spraypaint",estimated_tags,spraycan,dz/gear/consumables,candidate,base_key_path_family,high,1,dzobj_slzrull5xc,spraycan.p3d,dz/gear/consumables,images/gear/consumables/spraycan.p3d.jpg,"[0.18150967359542847,0.30889610946178436,0.3174246847629547]",Candidate generated by variant-base linking heuristics.
dzobj_lr1l3b2h6y,Spraycan_Green,Config,dz/gear/consumables,images/gear/consumables/spraycan_green/spraycan_green.jpg,gear,"gear, spraypaint",estimated_tags,spraycan,dz/gear/consumables,candidate,base_key_path_family,high,1,dzobj_slzrull5xc,spraycan.p3d,dz/gear/consumables,images/gear/consumables/spraycan.p3d.jpg,"[0.18150967359542847,0.30889610946178436,0.3174246847629547]",Candidate generated by variant-base linking heuristics.
dzobj_0wn42t07wf,SSG82Optic,Config,dz/weapons/firearms/ssg82/proxy,images/weapons/firearms/ssg82/proxy/ssg82optic.jpg,weapons,"firearms, scope, sight, ssg82, weapon, weapons",estimated_tags,ssg82optic,dz/weapons/firearms,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_8d72nfa9fg,stake,Config,dz/gear/cultivation,images/gear/cultivation/stake.jpg,gear,"cultivation, gear, growing, gardening",estimated_tags,stake,dz/gear/cultivation,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_ih7wjr0165,StartKitIV,Config,dz/gear/medical,images/gear/medical/startkitiv.jpg,gear,"gear, health, hospital, medical, blood, saline",estimated_tags,startkitiv,dz/gear/medical,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_k1gkdbaawb,Static_FrozenScientist_DE,Config,dz/characters/zombies,images/characters/zombies/staticobj_frozenscientist_de.jpg,characters,"zombies, loot",estimated_tags,static frozenscientist,dz/characters/zombies,candidate,base_key_path_family,high,1,dzobj_8o26mkl73c,static_frozenscientist.p3d,dz/characters/zombies,images/characters/zombies/static_frozenscientist.p3d.jpg,"[2.98823344707489,0.5972684323787689,1.8454203605651855]",Candidate generated by variant-base linking heuristics.
dzobj_dpna7dfm5a,StaticObj_asf1sakhal_dashedline_1_1000,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf1sakhal_dashedline_1_1000.jpg,structures_sakhal,,estimated_tags,asf1sakhal dashedline 1 1000,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_quj2730fej,StaticObj_asf1sakhal_dashedline_10_100,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf1sakhal_dashedline_10_100.jpg,structures_sakhal,,estimated_tags,asf1sakhal dashedline 10 100,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_khrkqcjwr5,StaticObj_asf1sakhal_dashedline_10_25,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf1sakhal_dashedline_10_25.jpg,structures_sakhal,,estimated_tags,asf1sakhal dashedline 10 25,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_s554k0k4u7,StaticObj_asf1sakhal_dashedline_10_50,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf1sakhal_dashedline_10_50.jpg,structures_sakhal,,estimated_tags,asf1sakhal dashedline 10 50,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_c94cpqcdaz,StaticObj_asf1sakhal_dashedline_10_75,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf1sakhal_dashedline_10_75.jpg,structures_sakhal,,estimated_tags,asf1sakhal dashedline 10 75,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_7rq2t77nbe,StaticObj_asf1sakhal_dashedline_12,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf1sakhal_dashedline_12.jpg,structures_sakhal,,estimated_tags,asf1sakhal dashedline 12,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_wsl0kewtwk,StaticObj_asf1sakhal_dashedline_30_25,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf1sakhal_dashedline_30_25.jpg,structures_sakhal,,estimated_tags,asf1sakhal dashedline 30 25,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_nki9hdhhrw,StaticObj_asf1sakhal_dashedline_6,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf1sakhal_dashedline_6.jpg,structures_sakhal,,estimated_tags,asf1sakhal dashedline 6,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_wdbztm6tm8,StaticObj_asf1sakhal_dashedline_6konec,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf1sakhal_dashedline_6konec.jpg,structures_sakhal,,estimated_tags,asf1sakhal dashedline 6konec,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_vmnbt25tq2,StaticObj_asf1sakhal_dashedline_7_100,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf1sakhal_dashedline_7_100.jpg,structures_sakhal,,estimated_tags,asf1sakhal dashedline 7 100,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_f2nrveq8ex,StaticObj_asf1sakhal_fullline_1_1000,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf1sakhal_fullline_1_1000.jpg,structures_sakhal,,estimated_tags,asf1sakhal fullline 1 1000,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_r48oesfiep,StaticObj_asf1sakhal_fullline_10_100,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf1sakhal_fullline_10_100.jpg,structures_sakhal,,estimated_tags,asf1sakhal fullline 10 100,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_4j7aoxtt2t,StaticObj_asf1sakhal_fullline_10_25,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf1sakhal_fullline_10_25.jpg,structures_sakhal,,estimated_tags,asf1sakhal fullline 10 25,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_xf3u6zb7ps,StaticObj_asf1sakhal_fullline_10_50,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf1sakhal_fullline_10_50.jpg,structures_sakhal,,estimated_tags,asf1sakhal fullline 10 50,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_5p1ajgctmp,StaticObj_asf1sakhal_fullline_10_75,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf1sakhal_fullline_10_75.jpg,structures_sakhal,,estimated_tags,asf1sakhal fullline 10 75,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_158nj81825,StaticObj_asf1sakhal_fullline_12,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf1sakhal_fullline_12.jpg,structures_sakhal,,estimated_tags,asf1sakhal fullline 12,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_0ezeu3om2t,StaticObj_asf1sakhal_fullline_30_25,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf1sakhal_fullline_30_25.jpg,structures_sakhal,,estimated_tags,asf1sakhal fullline 30 25,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_ugqqz6rgbb,StaticObj_asf1sakhal_fullline_6,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf1sakhal_fullline_6.jpg,structures_sakhal,,estimated_tags,asf1sakhal fullline 6,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_sf249mlw5d,StaticObj_asf1sakhal_fullline_6konec,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf1sakhal_fullline_6konec.jpg,structures_sakhal,,estimated_tags,asf1sakhal fullline 6konec,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_drhrrmzr9j,StaticObj_asf1sakhal_fullline_7_100,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf1sakhal_fullline_7_100.jpg,structures_sakhal,,estimated_tags,asf1sakhal fullline 7 100,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_vyod5bbzvj,StaticObj_asf2sakhal_0_2000,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf2sakhal_0_2000.jpg,structures_sakhal,,estimated_tags,asf2sakhal 0 2000,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_opq4s1zj1v,StaticObj_asf2sakhal_1_1000,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf2sakhal_1_1000.jpg,structures_sakhal,,estimated_tags,asf2sakhal 1 1000,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_n0gsh6dhd0,StaticObj_asf2sakhal_10_100,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf2sakhal_10_100.jpg,structures_sakhal,,estimated_tags,asf2sakhal 10 100,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_snbultdh1v,StaticObj_asf2sakhal_10_25,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf2sakhal_10_25.jpg,structures_sakhal,,estimated_tags,asf2sakhal 10 25,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_88ikrunetr,StaticObj_asf2sakhal_10_50,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf2sakhal_10_50.jpg,structures_sakhal,,estimated_tags,asf2sakhal 10 50,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_l1jp3lrj2i,StaticObj_asf2sakhal_10_75,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf2sakhal_10_75.jpg,structures_sakhal,,estimated_tags,asf2sakhal 10 75,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_44uc6zugyo,StaticObj_asf2sakhal_12,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf2sakhal_12.jpg,structures_sakhal,,estimated_tags,asf2sakhal 12,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_ma4ggav9ps,StaticObj_asf2sakhal_30_25,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf2sakhal_30_25.jpg,structures_sakhal,,estimated_tags,asf2sakhal 30 25,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_o1nz39pzfi,StaticObj_asf2sakhal_6,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf2sakhal_6.jpg,structures_sakhal,,estimated_tags,asf2sakhal 6,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_sdcn0fikru,StaticObj_asf2sakhal_6konec1,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf2sakhal_6konec1.jpg,structures_sakhal,,estimated_tags,asf2sakhal 6konec1,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_51rgga476s,StaticObj_asf2sakhal_6konec2,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf2sakhal_6konec2.jpg,structures_sakhal,,estimated_tags,asf2sakhal 6konec2,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_ivtset3met,StaticObj_asf2sakhal_7_100,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf2sakhal_7_100.jpg,structures_sakhal,,estimated_tags,asf2sakhal 7 100,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_tel0er4ljs,StaticObj_asf3sakhal_0_2000,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf3sakhal_0_2000.jpg,structures_sakhal,,estimated_tags,asf3sakhal 0 2000,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_z0kxfgdrw3,StaticObj_asf3sakhal_1_1000,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf3sakhal_1_1000.jpg,structures_sakhal,,estimated_tags,asf3sakhal 1 1000,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_6oihqxvy79,StaticObj_asf3sakhal_10_100,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf3sakhal_10_100.jpg,structures_sakhal,,estimated_tags,asf3sakhal 10 100,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_wtw95kigbr,StaticObj_asf3sakhal_10_25,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf3sakhal_10_25.jpg,structures_sakhal,,estimated_tags,asf3sakhal 10 25,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_qgn66aywrz,StaticObj_asf3sakhal_10_50,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf3sakhal_10_50.jpg,structures_sakhal,,estimated_tags,asf3sakhal 10 50,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_alkivawhk3,StaticObj_asf3sakhal_10_75,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf3sakhal_10_75.jpg,structures_sakhal,,estimated_tags,asf3sakhal 10 75,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_pt5depp8vr,StaticObj_asf3sakhal_12,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf3sakhal_12.jpg,structures_sakhal,,estimated_tags,asf3sakhal 12,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_a4mcv8v43e,StaticObj_asf3sakhal_30_25,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf3sakhal_30_25.jpg,structures_sakhal,,estimated_tags,asf3sakhal 30 25,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_tb6tupy5ay,StaticObj_asf3sakhal_6,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf3sakhal_6.jpg,structures_sakhal,,estimated_tags,asf3sakhal 6,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_ow5f549kcp,StaticObj_asf3sakhal_60_10,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf3sakhal_60_10.jpg,structures_sakhal,,estimated_tags,asf3sakhal 60 10,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_0dlxlezfls,StaticObj_asf3sakhal_6konec1,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf3sakhal_6konec1.jpg,structures_sakhal,,estimated_tags,asf3sakhal 6konec1,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_i32fbxfqsm,StaticObj_asf3sakhal_7_100,Config,dz/structures_sakhal/roads/parts,images/structures_sakhal/roads/parts/staticobj_asf3sakhal_7_100.jpg,structures_sakhal,,estimated_tags,asf3sakhal 7 100,dz/structures_sakhal/roads,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_99n1r7fjl7,StaticObj_Barn_CowshedA,Config,dz/structures/industrial/farms,images/structures/industrial/farms/staticobj_barn_cowsheda.jpg,structures,"agriculture, farm, wooden, small, cows, animal, broken, damaged",estimated_tags,barn cowsheda,dz/structures/industrial,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_e3tj3epwcw,StaticObj_Barn_CowshedB,Config,dz/structures/industrial/farms,images/structures/industrial/farms/staticobj_barn_cowshedb.jpg,structures,"agriculture, farm, wooden, small, cows, animal, broken, damaged",estimated_tags,barn cowshedb,dz/structures/industrial,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_2obksxk7dd,StaticObj_Barn_CowshedC,Config,dz/structures/industrial/farms,images/structures/industrial/farms/staticobj_barn_cowshedc.jpg,structures,"agriculture, farm, wooden, small, cows, animal, broken, damaged",estimated_tags,barn cowshedc,dz/structures/industrial,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_girxtzl7fl,StaticObj_Barn_Hopper,Config,dz/structures/industrial/farms,images/structures/industrial/farms/staticobj_barn_hopper.jpg,structures,"agriculture, farm, grain, silo, animals, feed, metal, ladder, rusted",estimated_tags,barn hopper,dz/structures/industrial,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_0z1enpq6tr,StaticObj_Barn_WaterTower,Config,dz/structures/industrial/farms,images/structures/industrial/farms/staticobj_barn_watertower.jpg,structures,"agriculture, farm, water, tower, large, ball, wires, round",estimated_tags,barn watertower,dz/structures/industrial,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_1xufvyo9vc,StaticObj_Barn_WaterTower_Small,Config,dz/structures/industrial/farms,images/structures/industrial/farms/staticobj_barn_watertower_small.jpg,structures,"agriculture, farm, water, tower, metal, ladder, rusted",estimated_tags,barn watertower small,dz/structures/industrial,no_candidate,,,0,,,,,,No raw p3d donor found by variant-base heuristics.
dzobj_lq683eha81,StaticObj_Decal_damage_long2_DE,Config,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_long2_de.jpg,structures,"decal, damage, crack, long, road, worn, tarmac, asphalt, broken",estimated_tags,decal damage long2,dz/structures/roads,candidate,sibling_linked_base,high,1,dzobj_4ak68te7en,decal_damage_long2.p3d,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_long2.jpg,"[5.867353916168213,0.0010000000474974513,12.223657608032227]",Candidate generated by variant-base linking heuristics.
dzobj_g5truanzhg,StaticObj_Decal_damage_long3_DE,Config,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_long3_de.jpg,structures,"decal, damage, crack, long, road, worn, tarmac, asphalt, broken",estimated_tags,decal damage long3,dz/structures/roads,candidate,sibling_linked_base,high,1,dzobj_ocy6pcwnxw,decal_damage_long3.p3d,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_long3.jpg,"[4.640543460845947,0.0007000000332482159,9.667801856994629]",Candidate generated by variant-base linking heuristics.
dzobj_brew98xubx,StaticObj_Decal_damage_long4_DE,Config,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_long4_de.jpg,structures,"decal, damage, crack, long, road, worn, tarmac, asphalt, broken",estimated_tags,decal damage long4,dz/structures/roads,candidate,sibling_linked_base,high,1,dzobj_zugzn9wff1,decal_damage_long4.p3d,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_long4.jpg,"[6.333195686340332,0.0010000000474974513,12.593146324157715]",Candidate generated by variant-base linking heuristics.
dzobj_3f9zd2i0r1,StaticObj_Decal_damage_long5_DE,Config,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_long5_de.jpg,structures,"decal, damage, crack, long, road, worn, tarmac, asphalt, broken",estimated_tags,decal damage long5,dz/structures/roads,candidate,sibling_linked_base,high,1,dzobj_l2ltsokn1f,decal_damage_long5.p3d,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_long5.jpg,"[7.619940280914307,0.0010000000474974513,15.87488079071045]",Candidate generated by variant-base linking heuristics.
dzobj_7meafp8nxl,StaticObj_Decal_damage_medium1_DE,Config,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_medium1_de.jpg,structures,,estimated_tags,decal damage medium1,dz/structures/roads,candidate,sibling_linked_base,high,1,dzobj_r7rvd0rr4o,decal_damage_medium1.p3d,dz/structures/roads/decals,images/structures/roads/decals/staticobj_decal_damage_medium1.jpg,"[7.619940280914307,0.0010000000474974513,7.937440395355225]",Candidate generated by variant-base linking heuristics.
