class_name,file_path,model_type,proposed_tags
trailsign_20_gvozdno.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_21_gvozdnofarm.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_22_ruins.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_23_altar.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_24_kabanino.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_25_veresnik.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_26_nagornoe.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_27_novodmitrovsk.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_28_snake_ridge.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_29_ostry.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_30_black_mnt.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_31_olsha.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_32_svetlojarsk.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_33_turovo.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_34_belaya_polana.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_35_black_lake.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_36_klen.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_37_berezinotrainst.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_38_berezinotownsquare.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_39_dubrovka.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_40_gorka.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_41_pod altarem.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_42_blatka.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_43_myshkino.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_44_sosnovka.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_45_zelenogorsk.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_46_kurgan.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_47_pod_kustrikom.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_48_green_mnt.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_49_pogorevka.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_50_shipka.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_51_matveyevo.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_52_pop_ivan.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_53_soborki.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_54_novy_sobor.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_55_zub.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_56_kumyrna.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_57_polana.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_58_dubina.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_59_malinovka.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_60_orlovets.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_61_solnichny.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_62_nizhnoye.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_63_shakhovka.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_64_baranchik.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_65_staroye.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_66_msta.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_67_mstablue.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_68_three_valleys.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_69_rog.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_70_tulga.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_71_kamyshovo.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_72_electrozavodsktrainst.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_73_pik_kozlova.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_74_pusta.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_75_vysoky_kamen.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_76_mogilevka.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_77_ozerko.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_78_nadezhdino.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_79_pod_vetrovkoy.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_80_balota.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_81_bor.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_82_kamenka.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_84_chernogorsktrainst.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_biathlonarena.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_galkino.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_gozero.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_krona.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_ptishina.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_simurg.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_skiresort.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_stary_sobor.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_svroman.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_three_crosses.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_vkotel.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_vybor.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_wolf_mnt.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_zabolotye.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trailsign_zvir.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trail_woodenpole_b.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trail_woodenpole_g.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trail_woodenpole_r.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trail_woodenpole_ry.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
trail_woodenpole_y.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
wallmap_skiresort.p3d,database/structures/signs/tourist/objects.json,Raw P3D,"signs, tourist"
cableway_base.p3d,database/structures/specific/Cableway/objects.json,Raw P3D,specific
cableway_base_rope1.p3d,database/structures/specific/Cableway/objects.json,Raw P3D,specific
cableway_base_rope2.p3d,database/structures/specific/Cableway/objects.json,Raw P3D,specific
cableway_cart.p3d,database/structures/specific/Cableway/objects.json,Raw P3D,specific
cableway_cart2.p3d,database/structures/specific/Cableway/objects.json,Raw P3D,specific
cableway_cart3.p3d,database/structures/specific/Cableway/objects.json,Raw P3D,specific
cableway_rope.p3d,database/structures/specific/Cableway/objects.json,Raw P3D,specific
cableway_tower.p3d,database/structures/specific/Cableway/objects.json,Raw P3D,"specific, watch"
cableway_tower_slope.p3d,database/structures/specific/Cableway/objects.json,Raw P3D,"specific, watch"
camp_house_brown.p3d,database/structures/specific/Camps/objects.json,Raw P3D,"camping, camps, outdoor, specific"
camp_house_red.p3d,database/structures/specific/Camps/objects.json,Raw P3D,"camping, camps, outdoor, specific"
camp_house_white.p3d,database/structures/specific/Camps/objects.json,Raw P3D,"camping, camps, outdoor, specific"
Land_Castle_Bergfrit,database/structures/specific/Castles/objects.json,Config,"castles, fortress, specific"
Land_Castle_Bergfrit2,database/structures/specific/Castles/objects.json,Config,"castles, fortress, specific"
Land_Castle_Donjon,database/structures/specific/Castles/objects.json,Config,"castles, fortress, specific"
castle_bastion.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"castles, fortress, specific"
castle_bastion_nolc.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"castles, fortress, specific"
castle_bergfrit.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"castles, fortress, specific"
castle_bergfrit2.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"castles, fortress, specific"
castle_donjon.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"castles, fortress, specific"
castle_gate.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"castles, door, entry, fortress, specific"
castle_stairs.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"castles, fortress, specific"
castle_stairs_bottom_nolc.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"castles, fortress, specific"
castle_stairs_middle_nolc.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"castles, fortress, specific"
castle_stairs_nolc.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"castles, fortress, specific"
castle_stairs_top_nolc.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"castles, fortress, specific"
castle_wall1_20.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"barrier, castles, fortress, specific"
castle_wall1_20_nolc.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"barrier, castles, fortress, specific"
castle_wall1_20_turn.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"barrier, castles, fortress, specific"
castle_wall1_20_turn_nolc.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"barrier, castles, fortress, specific"
castle_wall1_corner1.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"barrier, castles, fortress, specific"
castle_wall1_corner1_nolc.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"barrier, castles, fortress, specific"
castle_wall1_corner2.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"barrier, castles, fortress, specific"
castle_wall1_corner2_nolc.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"barrier, castles, fortress, specific"
castle_wall1_end1.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"barrier, castles, fortress, specific"
castle_wall1_end1_nolc.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"barrier, castles, fortress, specific"
castle_wall1_end2.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"barrier, castles, fortress, specific"
castle_wall1_end2_nolc.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"barrier, castles, fortress, specific"
castle_wall2_30.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"barrier, castles, fortress, specific"
castle_wall2_30_nolc.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"barrier, castles, fortress, specific"
castle_wall2_corner1.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"barrier, castles, fortress, specific"
castle_wall2_corner1_nolc.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"barrier, castles, fortress, specific"
castle_wall2_corner2.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"barrier, castles, fortress, specific"
castle_wall2_corner2_nolc.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"barrier, castles, fortress, specific"
castle_wall2_end1.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"barrier, castles, fortress, specific"
castle_wall2_end1_nolc.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"barrier, castles, fortress, specific"
castle_wall2_end2.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"barrier, castles, fortress, specific"
castle_wall2_end2_nolc.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"barrier, castles, fortress, specific"
castle_walls_10.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"castles, fortress, specific"
castle_walls_10_nolc.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"castles, fortress, specific"
castle_walls_5_d.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"castles, fortress, specific"
castle_walls_5_d_nolc.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"castles, fortress, specific"
castle_walls_end.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"castles, fortress, specific"
castle_walls_end_nolc.p3d,database/structures/specific/Castles/objects.json,Raw P3D,"castles, fortress, specific"
Land_Castle_Bastion,database/structures/specific/Castles/objects.json,Config,"castles, fortress, specific"
Land_Castle_Bastion_nolc,database/structures/specific/Castles/objects.json,Config,"castles, fortress, specific"
Land_Castle_Gate,database/structures/specific/Castles/objects.json,Config,"castles, door, entry, fortress, specific"
Land_Castle_Stairs,database/structures/specific/Castles/objects.json,Config,"castles, fortress, specific"
Land_Castle_Stairs_nolc,database/structures/specific/Castles/objects.json,Config,"castles, fortress, specific"
Land_Castle_Wall1_20,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_Wall1_20_Turn,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_Wall1_20_Turn_nolc,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_Wall1_20_nolc,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_Wall1_Corner1,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_Wall1_Corner1_nolc,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_Wall1_Corner2,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_Wall1_Corner2_nolc,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_Wall1_End1,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_Wall1_End1_nolc,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_Wall1_End2,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_Wall1_End2_nolc,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_Wall2_30,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_Wall2_30_nolc,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_Wall2_Corner1,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_Wall2_Corner1_nolc,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_Wall2_Corner2,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_Wall2_Corner2_nolc,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_Wall2_End1,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_Wall2_End1_nolc,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_Wall2_End2,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_Wall2_End2_nolc,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_WallS_10,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_WallS_10_nolc,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_WallS_5_D,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_WallS_5_D_nolc,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_WallS_End,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
Land_Castle_WallS_End_nolc,database/structures/specific/Castles/objects.json,Config,"barrier, castles, fortress, specific"
StaticObj_Cemetery_Fence_straight,database/structures/specific/Cemeteries/objects.json,Config,"cemetery, specific, metal, gate"
StaticObj_Cemetery_Fence1,database/structures/specific/Cemeteries/objects.json,Config,"cemetery, specific, metal, gate"
StaticObj_Cemetery_Fence2,database/structures/specific/Cemeteries/objects.json,Config,"cemetery, specific, metal, gate"
StaticObj_Cemetery_Fence3,database/structures/specific/Cemeteries/objects.json,Config,"cemetery, specific, metal, gate"
StaticObj_Cemetery_Fence4,database/structures/specific/Cemeteries/objects.json,Config,"cemetery, specific, metal, gate"
StaticObj_Cemetery_Grave1,database/structures/specific/Cemeteries/objects.json,Config,"cemetery, specific, metal, gate"
StaticObj_Cemetery_Grave2,database/structures/specific/Cemeteries/objects.json,Config,"cemetery, specific, metal, gate"
StaticObj_Cemetery_Grave3,database/structures/specific/Cemeteries/objects.json,Config,"cemetery, specific, metal, gate"
StaticObj_Cemetery_Grave4,database/structures/specific/Cemeteries/objects.json,Config,"cemetery, specific, metal, gate"
StaticObj_Cemetery_SmallCross,database/structures/specific/Cemeteries/objects.json,Config,"cemeteries, specific, grave"
StaticObj_Cemetery_SmallCross2,database/structures/specific/Cemeteries/objects.json,Config,"cemeteries, specific, grave"
StaticObj_Cemetery_Tombstone1,database/structures/specific/Cemeteries/objects.json,Config,"cemeteries, specific, grave"
StaticObj_Cemetery_Tombstone2,database/structures/specific/Cemeteries/objects.json,Config,"cemeteries, specific, grave"
StaticObj_Cemetery_Tombstone3,database/structures/specific/Cemeteries/objects.json,Config,"cemeteries, specific, grave"
StaticObj_Cemetery_Tombstone4,database/structures/specific/Cemeteries/objects.json,Config,"cemeteries, specific, grave"
StaticObj_Cemetery_Tombstone5,database/structures/specific/Cemeteries/objects.json,Config,"cemeteries, specific, grave"
StaticObj_Cemetery_Tombstone5_damaged,database/structures/specific/Cemeteries/objects.json,Config,"cemeteries, specific, grave"
StaticObj_Cemetery_Tombstone6,database/structures/specific/Cemeteries/objects.json,Config,"cemeteries, specific, grave"
StaticObj_Cemetery_Tombstone7,database/structures/specific/Cemeteries/objects.json,Config,"cemeteries, specific, grave"
StaticObj_Cemetery_Tombstone8,database/structures/specific/Cemeteries/objects.json,Config,"cemeteries, specific, grave"
StaticObj_Cemetery_Tombstone8_damaged,database/structures/specific/Cemeteries/objects.json,Config,"cemeteries, specific, grave"
StaticObj_Cemetery_Tombstone9,database/structures/specific/Cemeteries/objects.json,Config,"cemeteries, specific, grave"
StaticObj_Cemetery_Tombstone10,database/structures/specific/Cemeteries/objects.json,Config,"cemeteries, specific, grave"
StaticObj_Cemetery_Tombstone11,database/structures/specific/Cemeteries/objects.json,Config,"cemeteries, specific, grave"
StaticObj_Cemetery_Tombstone12,database/structures/specific/Cemeteries/objects.json,Config,"cemeteries, specific, grave"
StaticObj_Cemetery_Tombstone13,database/structures/specific/Cemeteries/objects.json,Config,"cemeteries, specific, grave"
StaticObj_Cemetery_Tombstone14,database/structures/specific/Cemeteries/objects.json,Config,"cemeteries, specific, grave"
cemetery_fence1.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_fence2.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_fence3.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_fence4.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_fence_straight.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_grave1.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_grave2.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_grave3.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_grave4.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_smallcross.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_smallcross2.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_tombstone1.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_tombstone10.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_tombstone11.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_tombstone12.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_tombstone13.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_tombstone14.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_tombstone2.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_tombstone3.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_tombstone4.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_tombstone5.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_tombstone5_damaged.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_tombstone6.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_tombstone7.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_tombstone8.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_tombstone8_damaged.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
cemetery_tombstone9.p3d,database/structures/specific/Cemeteries/objects.json,Raw P3D,[match to config]
prison_side.p3d,database/structures/specific/Prison/objects.json,Raw P3D,"prison, walkway, fence"
prison_wall_large.p3d,database/structures/specific/Prison/objects.json,Raw P3D,"barrier, specific, prison, wall"
prison_wall_small.p3d,database/structures/specific/Prison/objects.json,Raw P3D,"barrier, specific, prison, wall"
prison_main.p3d,database/structures/specific/Prison/objects.json,Raw P3D,"prison, livonia, chernarus"
StaticObj_Skilift_Rope_End,database/structures/specific/Skilift/objects.json,Config,"specific, skiiing, snow, winter, sports"
StaticObj_Skilift_Rope_Middle,database/structures/specific/Skilift/objects.json,Config,"specific, skiiing, snow, winter, sports"
StaticObj_Skilift_Rope_Start,database/structures/specific/Skilift/objects.json,Config,"specific, skiiing, snow, winter, sports"
StaticObj_Skilift_Tower_End,database/structures/specific/Skilift/objects.json,Config,"specific, skiiing, snow, winter, sports"
StaticObj_Skilift_Tower_Middle,database/structures/specific/Skilift/objects.json,Config,"specific, skiiing, snow, winter, sports"
StaticObj_Skilift_Tower_Middle_Slope,database/structures/specific/Skilift/objects.json,Config,"specific, skiiing, snow, winter, sports"
StaticObj_Skilift_Tower_Start,database/structures/specific/Skilift/objects.json,Config,"specific, skiiing, snow, winter, sports"
skilift_rope_end.p3d,database/structures/specific/Skilift/objects.json,Raw P3D,"specific, skiiing, snow, winter, sports"
skilift_rope_middle.p3d,database/structures/specific/Skilift/objects.json,Raw P3D,"specific, skiiing, snow, winter, sports"
skilift_rope_start.p3d,database/structures/specific/Skilift/objects.json,Raw P3D,"specific, skiiing, snow, winter, sports"
skilift_tower_end.p3d,database/structures/specific/Skilift/objects.json,Raw P3D,"specific, skiiing, snow, winter, sports"
skilift_tower_middle.p3d,database/structures/specific/Skilift/objects.json,Raw P3D,"specific, skiiing, snow, winter, sports"
skilift_tower_middle_slope.p3d,database/structures/specific/Skilift/objects.json,Raw P3D,"specific, skiiing, snow, winter, sports"
skilift_tower_start.p3d,database/structures/specific/Skilift/objects.json,Raw P3D,"specific, skiiing, snow, winter, sports"
t34.p3d,database/structures/specific/Statues/Proxy/objects.json,Raw P3D,"specific, statues, tanks, military"
modelmonument_mig21.p3d,database/structures/specific/Statues/objects.json,Raw P3D,"specific, statues, military, plane, air"
model_plane_mig21_35scale.p3d,database/structures/specific/Statues/objects.json,Raw P3D,"specific, statues, military, plane, air"
church1_yellow.p3d,database/structures/specific/churches/objects.json,Raw P3D,"churches, religious, specific"
church2_2.p3d,database/structures/specific/churches/objects.json,Raw P3D,"churches, religious, specific"
church3.p3d,database/structures/specific/churches/objects.json,Raw P3D,"churches, religious, specific"
chapel.p3d,database/structures/specific/churches/objects.json,Raw P3D,"churches, specific"
church2_1.p3d,database/structures/specific/churches/objects.json,Raw P3D,"churches, religious, specific"
wall_cgry_5_d.p3d,database/structures/walls/objects.json,Raw P3D,"barrier, walls"
wall_gate_kolchoz.p3d,database/structures/walls/objects.json,Raw P3D,"barrier, door, entry, walls"
wall_gate_opendam.p3d,database/structures/walls/objects.json,Raw P3D,"barrier, door, entry, walls"
Land_Wreck_C130J,database/structures/wrecks/Aircraft/objects.json,Config,"aircraft, plane, transport, vehicle, wrecks"
Land_Wreck_C130J_2,database/structures/wrecks/Aircraft/objects.json,Config,"aircraft, plane, transport, vehicle, wrecks"
Land_Wreck_C130J_Cargo,database/structures/wrecks/Aircraft/objects.json,Config,"aircraft, plane, transport, vehicle, wrecks"
Wreck_UH1Y,database/structures/wrecks/Aircraft/objects.json,Config,"aircraft, plane, transport, vehicle, wrecks"
Wreck_Mi8,database/structures/wrecks/Aircraft/objects.json,Config,"aircraft, plane, transport, vehicle, wrecks"
Wreck_Mi8_Crashed,database/structures/wrecks/Aircraft/objects.json,Config,"aircraft, plane, transport, vehicle, wrecks"
Doors10,database/structures/wrecks/Aircraft/objects.json,Config,[remove entry]
Wreck_SantasSleigh,database/structures/wrecks/Aircraft/objects.json,Config,"santa, blue, glow, light, crash, festive, christmas, sesonal"
StaticObj_Wreck_Mi8,database/structures/wrecks/Aircraft/objects.json,Config,"aircraft, helicopter, transport, vehicle, wrecks, smoking"
StaticObj_Wreck_Mi8_Crashed,database/structures/wrecks/Aircraft/objects.json,Config,"aircraft, helicopter, transport, vehicle, wrecks"
StaticObj_Wreck_SantasSleigh,database/structures/wrecks/Aircraft/objects.json,Config,"aircraft, helicopter, transport, vehicle, wrecks"
StaticObj_Wreck_UH1Y,database/structures/wrecks/Aircraft/objects.json,Config,"aircraft, helicopter, transport, vehicle, wrecks"
wreck_c130j.p3d,database/structures/wrecks/Aircraft/objects.json,Raw P3D,[match to config]
wreck_c130j_2.p3d,database/structures/wrecks/Aircraft/objects.json,Raw P3D,[match to config]
wreck_c130j_cargo.p3d,database/structures/wrecks/Aircraft/objects.json,Raw P3D,[match to config]
wreck_mi8.p3d,database/structures/wrecks/Aircraft/objects.json,Raw P3D,[match to config]
wreck_mi8_crashed.p3d,database/structures/wrecks/Aircraft/objects.json,Raw P3D,[match to config]
